Team Name,Team City,Competition Level,Gender Division,lat,lon
Madison West Ultimate,Madison,High School,Boys,43.074761,-89.3837613
Nemea A,Madison,High School,Girls,43.074761,-89.3837613
Nemea B,Madison,High School,Girls,43.074761,-89.3837613
Madison West Ultimate ,Madison,High School,Boys,43.074761,-89.3837613
Nemea A,Madison,High School,Girls,43.074761,-89.3837613
Nemea B,Madison,High School,Girls,43.074761,-89.3837613
MAUL,Mahtomedi High School,High School,Boys,45.057759,-92.95886
Mamaroneck Ultimate,Mamaroneck ,High School,Boys,40.9487097,-73.7326309
riDISCulous,Maple Grove,High School,Girls,45.0984983,-93.4419222
Floppy Discs ,Maple Grove,High School,Boys,45.0984983,-93.4419222
CHS,Maplewood,High School,Boys,44.9533351,-92.9953373
CHS JV,Maplewood,High School,Boys,44.9533351,-92.9953373
Sparkle Motion CHS,Maplewood,High School,Girls,44.9533351,-92.9953373
Mars Girls,Mars,High School,Girls,42.7944184,-96.1653015
Artesian Ultimate,Martinsville,High School,Boys,36.6915262,-79.8725386
McFarland Spartans,McFarland ,High School,Boys,35.6780104,-119.2292748
McLean Frisbee,McLean,High School,Boys,40.4631789,-88.8196613
Mclean Ultimate,Mclean,High School,Boys,40.4631789,-88.8196613
Medway Flying Mustangs,Medway,High School,Boys,42.1417641,-71.3967256
Warriors,mendota heights,High School,Boys,44.8835768,-93.1382749
Rocky Mountain ,Meridian,High School,Mixed,32.3643098,-88.703656
Rocky Mountain B,Meridian,High School,Mixed,32.3643098,-88.703656
Magic Markers,Middleborough,High School,Boys,41.8931576,-70.9111517
Magic Markers,Middleborough,High School,Mixed,41.8931576,-70.9111517
Red Squadron,Middleton,High School,Boys,43.0962919,-89.5119565
RiDISCulous,Middleton,High School,Girls,43.0962919,-89.5119565
Firestarters,Middletown,High School,Boys,41.5496141,-72.6515776
Xavier Ultimate,Middletown,High School,Boys,41.5496141,-72.6515776
Eagles - Girls,Milford,High School,Girls,41.2226155,-73.0462266
Eagles - Mixed,Milford,High School,Boys,41.2226155,-73.0462266
Eagles - Mixed,Milford,High School,Mixed,41.2226155,-73.0462266
Roadrunners,Minneapolis,High School,Boys,44.9772995,-93.2654692
South Squall - Junior Varsity,Minneapolis,High School,Boys,44.9772995,-93.2654692
South Squall - Varsity,Minneapolis,High School,Boys,44.9772995,-93.2654692
South Squall JV,Minneapolis,High School,Girls,44.9772995,-93.2654692
South Squall Varsity,Minneapolis,High School,Girls,44.9772995,-93.2654692
MÜS Ultimate Southwest,Minneapolis,High School,Boys,44.9772995,-93.2654692
MÜS Ultimate Southwest (Girls),Minneapolis,High School,Girls,44.9772995,-93.2654692
MÜS Ultimate Southwest (Open),Minneapolis,High School,Boys,44.9772995,-93.2654692
Wolfpack,Minneapolis ,High School,Boys,44.9772995,-93.2654692
Hopkins Hurt JV Boys,Minnetonka,High School,Boys,44.9127229,-93.499059
Hopkins Hurt Varsity Boys,Minnetonka,High School,Boys,44.9127229,-93.499059
Narwhal,Minnetonka,High School,Boys,44.9127229,-93.499059
Penn Kingsmen,Mishawaka,High School,Boys,41.6611642,-86.1807031
Mounties,Montclair,High School,Boys,40.8164458,-74.2210643
Cougars,Montgomery,High School,Boys,32.3669656,-86.3006485
Solons Varsity Boys ,Montpelier,High School,Boys,44.2602164,-72.575114
Solons Women,Montpelier,High School,Girls,44.2602164,-72.575114
Montreal Fille,Montreal,High School,Girls,46.4280033,-90.2460097
Titane,Montreal,High School,Boys,46.4280033,-90.2460097
MHS ULTIMATE,MORRISTOWN,High School,Boys,40.7992414,-74.4774375
Governor Livingston,Mountainside ,High School,Boys,40.6723242,-74.3573722
Blackman High School Boys A,Murfreesboro,High School,Boys,35.8460396,-86.3921096
Blackman Ultimate Girls,Murfreesboro,High School,Girls,35.8460396,-86.3921096
Franklin Regional Ultimate Girls,Murrysville,High School,Girls,40.4284015,-79.697545
Franklin Regional Ultimate Varsity,Murrysville,High School,Boys,40.4284015,-79.697545
Panthers,Myrtle Beach,High School,Boys,33.6956461,-78.8900409
Nampa Rhinos,Nampa,High School,Mixed,43.5737361,-116.559631
Almost Angels,Nampa,High School,Mixed,43.5737361,-116.559631
Penguins,Napa,High School,Boys,38.2971367,-122.2855293
Mustang JV 1,Naperville,High School,Boys,41.7728699,-88.1479278
Mustang JV 2,Naperville,High School,Boys,41.7728699,-88.1479278
Mustang Varsity,Naperville,High School,Boys,41.7728699,-88.1479278
Redhawks ,Naperville,High School,Boys,41.7728699,-88.1479278
Naperville North B Team,Naperville,High School,Boys,41.7728699,-88.1479278
Naperville North A Team,Naperville,High School,Boys,41.7728699,-88.1479278
eNVy,naperville,High School,Girls,41.7728699,-88.1479278
NV Ultimate - B,Naperville,High School,Boys,41.7728699,-88.1479278
NV Ultimate - A,Naperville,High School,Boys,41.7728699,-88.1479278
NV BLUE,Naperville,High School,Boys,41.7728699,-88.1479278
NV Ultimate - Bravo,Naperville,High School,Boys,41.7728699,-88.1479278
NV Ultimate - Youth A,Naperville,High School,Mixed,41.7728699,-88.1479278
eNVy,Naperville,High School,Mixed,41.7728699,-88.1479278
eNVy,Naperville,High School,Girls,41.7728699,-88.1479278
NV GOLD,Naperville,High School,Boys,41.7728699,-88.1479278
NV Ultimate Boys Fall Club,Naperville,High School,Boys,41.7728699,-88.1479278
Nashua North Ultimate,Nashua,High School,Mixed,42.7656251,-71.4677032
Brutal Grassburn,Nashville,High School,Boys,36.1622296,-86.7743531
University school of nashville girls,Nashville,High School,Girls,36.1622296,-86.7743531
Redhawks,Natick,High School,Boys,42.2836393,-71.346996
Needham,Needham,High School,Boys,31.9868295,-88.3330882
Needham B,Needham,High School,Boys,31.9868295,-88.3330882
Needham Girls Ultimate A,Needham,High School,Girls,31.9868295,-88.3330882
Irondale Knights Ultimate,New Brighton,High School,Boys,45.0628999,-93.2060969
MCU,New Gloucester,High School,Mixed,43.963168,-70.282974
CULT,New Hope,High School,Girls,45.0347176,-93.3861037
Wrenchbeaters,New Hope,High School,Boys,45.0347176,-93.3861037
The S#!tting Geese,New Rochelle,High School,Boys,40.9115386,-73.7826363
Heschel Heat,New York City,High School,Boys,40.7127281,-74.0060152
Heschel Heat,New York City,High School,Mixed,40.7127281,-74.0060152
Bardbarians (Mixed),New York City,High School,Boys,40.7127281,-74.0060152
Bardbarians (Mixed),New York City,High School,Mixed,40.7127281,-74.0060152
Bardbarians,New York City,High School,Boys,40.7127281,-74.0060152
Bardbarians,New York City,High School,Mixed,40.7127281,-74.0060152
Lone Wolves,New York City,High School,Boys,40.7127281,-74.0060152
Lone Wolves,New York City,High School,Mixed,40.7127281,-74.0060152
Lone Wolves Ultimate,New York City,High School,Mixed,40.7127281,-74.0060152
Lions,New York City,High School,Boys,40.7127281,-74.0060152
Lions,New York City,High School,Mixed,40.7127281,-74.0060152
Hunter Halcyons,New York City,High School,Mixed,40.7127281,-74.0060152
Hunter Herons,New York City,High School,Mixed,40.7127281,-74.0060152
Huskies,New York City,High School,Mixed,40.7127281,-74.0060152
LaGuardians of the Galaxy,New York City,High School,Mixed,40.7127281,-74.0060152
Regis A,New York City,High School,Boys,40.7127281,-74.0060152
Regis A,New York City,High School,Mixed,40.7127281,-74.0060152
Regis B,New York City,High School,Mixed,40.7127281,-74.0060152
Sticky Fingers (A),New York City,High School,Boys,40.7127281,-74.0060152
Sticky Fingers (A),New York City,High School,Mixed,40.7127281,-74.0060152
Stuyvesant Sticky Fingers,New York City,High School,Girls,40.7127281,-74.0060152
Stuyvesant Sticky Fingers,New York City,High School,Mixed,40.7127281,-74.0060152
Beacon Blue Demon Girls,New York City,High School,Girls,40.7127281,-74.0060152
Beacon Blue Demon Girls,New York City,High School,Mixed,40.7127281,-74.0060152
Blue Demons,New York City,High School,Mixed,40.7127281,-74.0060152
Little Pony,New York City,High School,Mixed,40.7127281,-74.0060152
Skyscrapers,New York City,High School,Mixed,40.7127281,-74.0060152
Sticky Fingers B,New York City,High School,Boys,40.7127281,-74.0060152
Sticky Fingers B,New York City,High School,Mixed,40.7127281,-74.0060152
Ramah Berkshires,New York City ,High School,Boys,40.7127281,-74.0060152
Phoenix,New York City,High School,Mixed,40.7127281,-74.0060152
Newton North Ultimate Boys B,Newton,High School,Boys,30.8118989,-93.740504
Newton North Ultimate A,Newton,High School,Boys,30.8118989,-93.740504
Newton North Ultimate Girls,Newton,High School,Girls,30.8118989,-93.740504
Angry Corn,Newton,High School,Boys,30.8118989,-93.740504
Angry Corn,Newton,High School,Mixed,30.8118989,-93.740504
Newton South Frisbeasts ,Newton,High School,Girls,30.8118989,-93.740504
Knights of Day,Newtonville,High School,Boys,42.3500968,-71.2036659
Knights of Day,Newtonville,High School,Mixed,42.3500968,-71.2036659
Noblesville Ultimate,Noblesville,High School,Boys,40.0455918,-86.0085955
Green Canyon,North Logan,High School,Mixed,41.7693747,-111.8046654
Blue Devils Ultimate Boys JV 2017,Northampton,High School,Boys,42.3178989,-72.6311006
Blue Devils Ultimate Boys V 2017,Northampton,High School,Boys,42.3178989,-72.6311006
Blue Devils Ultimate Girls V 2017,Northampton,High School,Girls,42.3178989,-72.6311006
Mighty Hucks,Northfield,High School,Boys,44.4582041,-93.161159
OPRF Revolution -White,Oak Park,High School,Boys,41.8878145,-87.7887615
OPRF Revolution -White,Oak Park,High School,Mixed,41.8878145,-87.7887615
OPRF Revolution - Blue,Oak Park,High School,Boys,41.8878145,-87.7887615
OPRF Revolution - Blue,Oak Park,High School,Mixed,41.8878145,-87.7887615
NV Coalition Ultimate,Old Tappan,High School,Boys,41.0106971,-73.9911073
Panther Ultimate,Oregon,High School,Boys,43.9792797,-120.737257
Panther Ultimate,Oregon,High School,Boys,43.9792797,-120.737257
Panther Ultimate,Oregon,High School,Girls,43.9792797,-120.737257
Bestia Ultimate (A),Orem,High School,Boys,40.2971825,-111.694943
Bestia Ultimate (B),Orem,High School,Boys,40.2971825,-111.694943
Rogue Bucks,Orinda,High School,Boys,37.8771476,-122.1796888
Ignite,Ottawa,High School,Boys,39.1273653,-97.6568094
Scorch,Ottawa,High School,Boys,39.1273653,-97.6568094
Wicked ,Ottawa,High School,Girls,39.1273653,-97.6568094
Control,Palo Alto,High School,Boys,37.4443293,-122.1598465
GhettoBlasters,Park Hills,High School,Boys,39.0714491,-84.5321652
CGHS Burst,Petaluma,High School,Boys,38.2325829,-122.636465
Centaurs,Philadelphia,High School,Boys,39.9527237,-75.1635262
Centaurs,Philadelphia,High School,Girls,39.9527237,-75.1635262
Rockets,Philadelphia,High School,Boys,39.9527237,-75.1635262
Rockets,Philadelphia,High School,Girls,39.9527237,-75.1635262
Brophy College Prep,Phoenix,High School,Boys,33.4484367,-112.0741417
Pickerington,Pickerington,High School,Boys,39.8962773,-82.7731905
Pickerington,Pickerington,High School,Mixed,39.8962773,-82.7731905
Allderdice Dragons,Pittsburgh,High School,Girls,40.4416941,-79.9900861
Unicorns,Pittsburgh,High School,Girls,40.4416941,-79.9900861
A.F.R.O.,Pittsburgh,High School,Boys,40.4416941,-79.9900861
A.F.R.O. JV,Pittsburgh,High School,Boys,40.4416941,-79.9900861
Fox Chapel Foxes,Pittsburgh,High School,Boys,40.4416941,-79.9900861
Fox Chapel,Pittsburgh,High School,Boys,40.4416941,-79.9900861
Fox Chapel,Pittsburgh,High School,Girls,40.4416941,-79.9900861
Mt. Lebanon Blue Devils,Pittsburgh,High School,Boys,40.4416941,-79.9900861
OC Eagles,Pittsburgh,High School,Girls,40.4416941,-79.9900861
SSA Girls,Pittsburgh,High School,Girls,40.4416941,-79.9900861
Dragons,Pittsburgh,High School,Boys,40.4416941,-79.9900861
Upper St Clair,Pittsburgh,High School,Boys,40.4416941,-79.9900861
USC Girls Ultimate 2016,Pittsburgh,High School,Girls,40.4416941,-79.9900861
Moxie,Pittsburgh,High School,Girls,40.4416941,-79.9900861
Plainfield Red Pride,Plainfield,High School,Boys,41.6086711,-88.2054345
Plainfield North,Plainfield,High School,Boys,41.6086711,-88.2054345
Knights,Plainsboro,High School,Boys,40.3334409,-74.6004341
Timberlane Ultimate,Plaistow,High School,Mixed,29.8622418,-95.6671326
SE Polk Rams,Pleasant Hill,High School,Boys,37.9479786,-122.0607963
Foothill,Pleasanton,High School,Boys,37.6624312,-121.8746789
Falcon Punch,Plymouth,High School,Boys,42.7369124,-96.2213607
Falcon Punch B,Plymouth,High School,Boys,42.7369124,-96.2213607
Falcon Punch B,Plymouth,High School,Mixed,42.7369124,-96.2213607
Gold,Plymouth,High School,Girls,42.7369124,-96.2213607
Wabbits,Plymouth,High School,Boys,42.7369124,-96.2213607
Wabbits,Plymouth,High School,Boys,42.7369124,-96.2213607
The Black Mambas,Portland,High School,Boys,45.5202471,-122.6741949
CHS girls,Portland,High School,Boys,45.5202471,-122.6741949
Cheverus Boys Ultimate,Portland,High School,Boys,45.5202471,-122.6741949
CHS  Mixed,Portland,High School,Boys,45.5202471,-122.6741949
Forest City,Portland,High School,Boys,45.5202471,-122.6741949
Forest City Ultimate,Portland,High School,Mixed,45.5202471,-122.6741949
Forest City Ultimate,Portland,High School,Boys,45.5202471,-122.6741949
Portland Girls,Portland,High School,Girls,45.5202471,-122.6741949
Portsmouth Ultimate Frisbee,Portsmouth,High School,Mixed,43.0702223,-70.7548621
Princeton High Ultimate Club,Princeton,High School,Boys,40.3492744,-74.6592958
PLUTO JV1,Prior Lake,High School,Boys,44.7133271,-93.4226873
PLUTO JV2,Prior Lake,High School,Boys,44.7133271,-93.4226873
PLUTO JV2,Prior Lake,High School,Mixed,44.7133271,-93.4226873
Timpview HS,Provo,High School,Boys,40.2338438,-111.6585337
Timpview Mixed,Provo,High School,Mixed,40.2338438,-111.6585337
Timpview,Provo,High School,Boys,40.2338438,-111.6585337
Carroll,Radnor,High School,Boys,40.0463001,-75.3595487
Radnor Girls Varsity,Radnor,High School,Girls,40.0463001,-75.3595487
Cardinal Gibbons Crusaders,Raleigh,High School,Boys,35.7803977,-78.6390989
Phoeagles,Raleigh,High School,Boys,35.7803977,-78.6390989
Enloe Ultimate,Raleigh,High School,Mixed,35.7803977,-78.6390989
Enloe Ultimate,Raleigh,High School,Boys,35.7803977,-78.6390989
The Pride ,Raleigh,High School,Mixed,35.7803977,-78.6390989
The Pride ,Raleigh,High School,Boys,35.7803977,-78.6390989
PUF,Raleigh,High School,Boys,35.7803977,-78.6390989
Chancellor Ultimate,Raleigh,High School,Boys,35.7803977,-78.6390989
Chancellors Ultimate,Raleigh,High School,Boys,35.7803977,-78.6390989
Spartans,Raleigh,High School,Boys,35.7803977,-78.6390989
Lady Chancellors Ultimate,Raleigh,High School,Girls,35.7803977,-78.6390989
CCAL,Raleigh,High School,Boys,35.7803977,-78.6390989
Air Traffic Control,Red Wing,High School,Boys,44.5624676,-92.5338013
Silverwolves,Riverton,High School,Boys,40.6870011,-95.568169
Air Traffic Control,Rochester,High School,Boys,43.157285,-77.615214
Air Traffic Control,Rochester,High School,Girls,43.157285,-77.615214
Wootton Patriots,Rockville,High School,Boys,39.0840054,-77.1527573
Empire,Roselle,High School,Boys,41.9849897,-88.0797182
Irish,Rosemount,High School,Boys,44.7391873,-93.12611
Riveters,Roseville,High School,Girls,38.7521235,-121.2880059
Riveters,Roseville,High School,Boys,38.7521235,-121.2880059
Disc Raider A,Roseville,High School,Boys,38.7521235,-121.2880059
Disc Raiders B,Roseville,High School,Boys,38.7521235,-121.2880059
Round Rock Dragons,Round Rock,High School,Boys,30.508235,-97.6788934
DiscNW HS Boys Lge: Bainbridge,Bainbridge,High School,Boys,30.9038252,-84.5754768
Sachse Mustangs,Sachse,High School,Boys,32.9762327,-96.5952703
Thornton Academy Trojans,Saco,High School,Boys,35.4444022,-119.0923253
Round Table,Saginaw,High School,Boys,43.4200387,-83.9490365
Spartans,Saint Charles,High School,Boys,38.7877791,-90.6747372
Griffin,Saint Cloud,High School,Boys,45.5616075,-94.1642004
Griffin JV,Saint Cloud,High School,Boys,45.5616075,-94.1642004
Griffin JV,Saint Cloud,High School,Mixed,45.5616075,-94.1642004
Phoenix,Saint Cloud,High School,Girls,45.5616075,-94.1642004
CBC Ultimate,Saint Louis,High School,Boys,38.6529545,-90.2411166
Rams,Saint Louis,High School,Boys,38.6529545,-90.2411166
Lady Flyers,Saint Louis,High School,Girls,38.6529545,-90.2411166
Lady Flyers,Saint Louis,High School,Boys,38.6529545,-90.2411166
Priory Rebels,Saint Louis,High School,Boys,38.6529545,-90.2411166
CAU,Saint Paul,High School,Boys,44.9504037,-93.1015026
Raging Safari,Saint Paul,High School,Boys,44.9504037,-93.1015026
Manatee,Saint Paul,High School,Girls,44.9504037,-93.1015026
Manatee,Saint Paul,High School,Boys,44.9504037,-93.1015026
Judge,Salt Lake City,High School,Mixed,40.7596198,-111.8867975
Judge,Salt Lake City,High School,Boys,40.7596198,-111.8867975
Skyline Eagles,Salt Lake City,High School,Boys,40.7596198,-111.8867975
West HS Gorillaz,Salt Lake City,High School,Girls,40.7596198,-111.8867975
West High Gorillaz B,Salt Lake City,High School,Girls,40.7596198,-111.8867975
West HS Krakens Mixed A*,Salt Lake City,High School,Mixed,40.7596198,-111.8867975
West HS Krakens Mixed B*,Salt Lake City,High School,Mixed,40.7596198,-111.8867975
West HS Krakens open A,Salt Lake City,High School,Boys,40.7596198,-111.8867975
West HS Krakens open B team,Salt Lake City,High School,Boys,40.7596198,-111.8867975
Frisbeasts,San Jose,High School,Boys,37.3361905,-121.890583
Disception 2017,San Mateo,High School,Boys,37.496904,-122.3330573
Disception 2017,San Mateo,High School,Mixed,37.496904,-122.3330573
Jordan,Sandy,High School,Mixed,40.5664878,-111.838904
Jordan A,Sandy,High School,Boys,40.5664878,-111.838904
Jordan A,Sandy,High School,Girls,40.5664878,-111.838904
Jordan B,Sandy,High School,Boys,40.5664878,-111.838904
Kirby Santa Cruz,Santa Cruz,High School,Boys,37.050096,-121.9905908
Thunder,Saratoga Springs,High School,Mixed,43.0821793,-73.7853915
Thunder Ultimate,Saratoga Springs,High School,Boys,43.0821793,-73.7853915
PLUTO A,Savage,High School,Boys,44.7779041,-93.3356204
Hawbridge Herons,Saxapahaw,High School,Boys,35.947868,-79.3207363
Scarborough,Scarborough,High School,Boys,43.5781391,-70.3217154
Hellfish,Scarsdale,High School,Boys,40.9880495,-73.7974133
Scituate High MA,Scituate,High School,Boys,42.1939754,-70.7697128
Bush Blazers,Seattle,High School,Girls,47.6038321,-122.3300624
IHS Squad 1,Seattle,High School,Girls,47.6038321,-122.3300624
Northwest Girls Varsity,Seattle,High School,Girls,47.6038321,-122.3300624
Rough Riders,Seattle,High School,Girls,47.6038321,-122.3300624
DiscNW HS Boys Lge: BAM,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: BUF,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Bush Blazers,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Chief Sealth High,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Cleveland HS Boys,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Eastside Prep Boys,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Franklin,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Garfield HS,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Ingraham ,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Lakeside Lions US,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Nathan Hale,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Northwest,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Overlake Owls,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Rainier Beach,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Roosevelt,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: TRIBE (Mercer Island HS),Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: Turbulence UF,Seattle,High School,Boys,47.6038321,-122.3300624
DiscNW HS Boys Lge: University Prep Varsity,Seattle,High School,Boys,47.6038321,-122.3300624
Eagles,Sharon,High School,Mixed,41.2331116,-80.4934035
Eagles,Sharon,High School,Boys,41.2331116,-80.4934035
Eagles,Sharon,High School,Boys,41.2331116,-80.4934035
Eagles,Sharon,High School,Girls,41.2331116,-80.4934035
Eagles JV,Sharon,High School,Girls,41.2331116,-80.4934035
Mounds View Girls Varsity,Shoreview,High School,Girls,45.0722056,-93.1282878
Mounds View Varsity,Shoreview,High School,Boys,45.0722056,-93.1282878
Homecooked,Silver Spring,High School,Boys,39.0086411,-77.0206312
Sky View Girls,Smithfield,High School,Girls,35.5085531,-78.33936
Sky View Mixed,Smithfield,High School,Mixed,35.5085531,-78.33936
Sky View Ultimate,Smithfield,High School,Boys,35.5085531,-78.33936
Sky View Ultimate ,Smithfield,High School,Boys,35.5085531,-78.33936
Sky View Ultimate A,Smithfield,High School,Boys,35.5085531,-78.33936
Inferno,Snellville,High School,Boys,33.857328,-84.0199108
Inferno,Snellville,High School,Girls,33.857328,-84.0199108
Inferno ,Snellville,High School,Boys,33.857328,-84.0199108
Villen Girls,Somerville,High School,Girls,42.3875968,-71.0994968
Villen Ultimate,Somerville,High School,Boys,42.3875968,-71.0994968
Villen Ultimate B Team,Somerville,High School,Boys,42.3875968,-71.0994968
Heartbreak,South Bay,High School,Girls,26.6639559,-80.7161701
John Adams Eagles,South Bend,High School,Boys,41.6833813,-86.2500066
PVPA,South Hadley,High School,Boys,42.2495463,-72.582258
PVPA,South Hadley,High School,Girls,42.2495463,-72.582258
Bingham Ultimate,South Jordan,High School,Boys,40.5621704,-111.929658
Bingham Ultimate,South Jordan,High School,Boys,40.5621704,-111.929658
Bingham Ultimate,South Jordan,High School,Girls,40.5621704,-111.929658
Red Handed Boys,South Portland,High School,Boys,43.6414716,-70.2408811
Red Handed Co-ed,South Portland,High School,Mixed,43.6414716,-70.2408811
Red Handed Girls,South Portland,High School,Girls,43.6414716,-70.2408811
S.P. Red Handed Pio Team,South Portland,High School,Boys,43.6414716,-70.2408811
Dragons,Southlake,High School,Boys,32.9412363,-97.1341783
Spearfish Storm,Spearfish,High School,Boys,44.490817,-103.85937
Green Sky,Spring Lake Park,High School,Boys,45.1154274,-93.2492872
Saints,St. Charles,High School,Boys,38.7877791,-90.6747372
Northstar Ultimate,St. Charles,High School,Boys,38.7877791,-90.6747372
Griffenix Middle School - Chilly,St. Cloud,High School,Boys,45.5616075,-94.1642004
Griffenix Middle School - Fire,St. Cloud,High School,Boys,45.5616075,-94.1642004
Chaminade,St. Louis,High School,Boys,38.6529545,-90.2411166
Cor Jesu Chargers,St. Louis,High School,Girls,38.6529545,-90.2411166
DUC (De Smet Jesuit) Varsity,St. Louis,High School,Boys,38.6529545,-90.2411166
DUC JV (2016),St. Louis,High School,Boys,38.6529545,-90.2411166
John Burroughs Bombers,St. Louis,High School,Boys,38.6529545,-90.2411166
Flyers Varsity Ultimate,St. Louis,High School,Boys,38.6529545,-90.2411166
Mardue,St. Louis,High School,Girls,38.6529545,-90.2411166
SLUH Ultimate,St. Louis,High School,Boys,38.6529545,-90.2411166
Chaminade Falltimate,St. Louis,High School,Mixed,38.6529545,-90.2411166
Red Knights,St. Louis Park,High School,Mixed,44.9475726,-93.3569023
Red Knights,St. Louis Park,High School,Boys,44.9475726,-93.3569023
Red Knights,St. Louis Park,High School,Boys,44.9475726,-93.3569023
Orange Crush,St. Louis Park,High School,Boys,44.9475726,-93.3569023
St. Louis Park CRUSH,St. Louis Park,High School,Girls,44.9475726,-93.3569023
Aurora,St. Paul,High School,Girls,44.9504037,-93.1015026
Raging Safari,St. Paul,High School,Girls,44.9504037,-93.1015026
Great River Stars,St. Paul,High School,Boys,44.9504037,-93.1015026
Great River Stars,St. Paul,High School,Boys,44.9504037,-93.1015026
Great River Stars,St. Paul,High School,Girls,44.9504037,-93.1015026
Revolution,St. Paul,High School,Boys,44.9504037,-93.1015026
Revolution,St. Paul,High School,Girls,44.9504037,-93.1015026
SPASH Panthers,Stevens Point,High School,Boys,44.5229223,-89.574111
Ponies,Stillwater,High School,Boys,36.1156306,-97.0585717
Stoughton High School,Stoughton,High School,Boys,42.9167389,-89.2178997
Stoughton High School,Stoughton,High School,Girls,42.9167389,-89.2178997
Lincoln-Sudbury Ultimate (Season 2017),Sudbury,High School,Girls,42.3834278,-71.4161725
Taco Wagon Boys (Season 2017),Sudbury,High School,Boys,42.3834278,-71.4161725
Sun Prairie Ultimate - Tournament Team,Sun Prairie,High School,Boys,43.1834579,-89.2134359
Sun Prairie Ultimate B,Sun Prairie,High School,Boys,43.1834579,-89.2134359
Sun Prairie Ultimate A,Sun Prairie,High School,Boys,43.1834579,-89.2134359
Lambert Longhorns,Suwanee,High School,Boys,34.0514898,-84.0712997
MUltimate,Thompson,High School,Boys,43.3713445,-93.7735556
Flight,Thompson's Station,High School,Boys,35.802011,-86.9113908
FLIGHT,Thompson's Station,High School,Girls,35.802011,-86.9113908
Hawks,Thornton,High School,Mixed,39.8695516,-104.985181
Masconomet B,Topsfield,High School,Boys,42.6375935,-70.9494966
Masconomet,Topsfield,High School,Boys,42.6375935,-70.9494966
Taco Truck,Turlock,High School,Boys,37.4946568,-120.8465941
Urbandale Schools Ultimate Club (USUC),Urbandale,High School,Boys,41.6274552,-93.7380624
Barefoot in the Park,Valle Crucis,High School,Girls,36.2092942,-81.7784436
Force,Verona,High School,Boys,41.215285,-88.5046522
FORCE,Verona,High School,Boys,41.215285,-88.5046522
Force,Verona,High School,Girls,41.215285,-88.5046522
MadHouse,Vienna,High School,Boys,38.9013729,-77.2651762
Wild Boars,Wallingford,High School,Boys,43.3196816,-94.792762
Strath Haven Ultimate,Wallingford,High School,Boys,43.3196816,-94.792762
Lady Warriors,Warren,High School,Girls,40.8442828,-90.6168408
Lady Warriors JV,Warren,High School,Girls,40.8442828,-90.6168408
Warriors,Warren,High School,Boys,40.8442828,-90.6168408
Warriors JV,Warren,High School,Boys,40.8442828,-90.6168408
Flightless Bird Squad,Washington DC,High School,Boys,38.8950368,-77.0365427
Northwest Coordior,Washington DC,High School,Girls,38.8950368,-77.0365427
Woodrow Wilson Tigers,Washington DC,High School,Boys,38.8950368,-77.0365427
Waukee War Eagles,Waukee,High School,Boys,41.6118485,-93.8845129
Tosa SureHands,Wauwatosa,High School,Boys,43.0494122,-88.0079271
Radnor Raiders,Wayne,High School,Boys,38.4251958,-88.4197678
Nerinx Hall,Webster  Groves,High School,Girls,38.592339,-90.3564329
Fox Valley Fusion A,West Dundee,High School,Boys,42.0980812,-88.2828581
Fox Valley Fusion JV,West Dundee,High School,Boys,42.0980812,-88.2828581
CHills,West Jordan,High School,Mixed,40.6096698,-111.9391031
CHills,West Jordan,High School,Mixed,40.6096698,-111.9391031
CHills Mixed,West Jordan,High School,Mixed,40.6096698,-111.9391031
Copper Hills,West Jordan,High School,Boys,40.6096698,-111.9391031
Grizzles,West Jordan,High School,Girls,40.6096698,-111.9391031
Ultimate CHills,West Jordan,High School,Boys,40.6096698,-111.9391031
Pirates,West Windsor,High School,Boys,43.4869329,-72.4914635
Knights,West Windsor Plainsboro,High School,Girls,40.158473,-85.192758
Pirates,West Windsor Plainsboro,High School,Girls,40.158473,-85.192758
Rangers,Westborough,High School,Boys,42.2694308,-71.6129907
Avengers,Westbrook,High School,Boys,32.3582062,-101.0128064
Oakstone,Westerville,High School,Boys,40.126139,-82.9295287
Oakstone,Westerville,High School,Mixed,40.126139,-82.9295287
Westerville North,Westerville,High School,Boys,40.126139,-82.9295287
